,loss_train_set,loss_valid_set,loss_test_set,ETopn_train,ERank_train,ETopn_valid,ERank_valid,ETopn_test,ERank_test
23,0.06889080764492782,0.2766755405870882,0.09565734828283017,0.2467948717948718,1.0,0.3854166666666667,1.0,0.8,0.3666666666666667
24,0.06770847569017334,0.2766031023494333,0.09557515752743044,0.2467948717948718,1.0,0.3854166666666667,1.0,0.8,0.3666666666666667
25,0.06653378444062458,0.2765468506559383,0.09549160028597121,0.2467948717948718,1.0,0.3854166666666667,1.0,0.8,0.3666666666666667
26,0.06536610781378663,0.27651032957715255,0.09540620217666491,0.2467948717948718,1.0,0.3854166666666667,1.0,0.8,0.3666666666666667
27,0.06420466036866469,0.27649410504920885,0.09531975315724875,0.2467948717948718,1.0,0.3854166666666667,1.0,0.8,0.3666666666666667
28,0.06304869391229945,0.27649644153230957,0.09523417482043302,0.2467948717948718,1.0,0.3854166666666667,1.0,0.8,0.3666666666666667
29,0.061897646385944166,0.2765143990473736,0.09515230760551599,0.2467948717948718,1.0,0.3854166666666667,1.0,0.8,0.3666666666666667
30,0.060751165486873884,0.2765442161965562,0.09507749778915213,0.2467948717948718,1.0,0.3854166666666667,1.0,0.8,0.3666666666666667
31,0.059609118921512994,0.2765819939781732,0.09501306896525077,0.2467948717948718,1.0,0.3854166666666667,1.0,0.8,0.3666666666666667
32,0.05847145691412118,0.2766239187935958,0.09496192399940326,0.20512820512820515,1.0,0.3854166666666667,1.0,0.8,0.3666666666666667
33,0.057338228466665954,0.27666671086553507,0.0949260699385508,0.20512820512820515,1.0,0.3854166666666667,1.0,0.8,0.3666666666666667
34,0.05620948366880839,0.2767079141676583,0.09490652552281145,0.20512820512820515,1.0,0.3854166666666667,1.0,0.8,0.3416666666666666
35,0.055085240173449686,0.2767462121647054,0.09490327624652514,0.20512820512820515,1.0,0.3854166666666667,1.0,0.8,0.3416666666666666
36,0.05396555782854847,0.2767813951906064,0.09491555637689933,0.20512820512820515,1.0,0.3854166666666667,1.0,0.8,0.3416666666666666
37,0.052850469703470064,0.2768144168807881,0.09494197656032974,0.20512820512820515,1.0,0.3854166666666667,1.0,0.8,0.3333333333333333
38,0.05174006261264803,0.2768471266805955,0.0949810774280863,0.20512820512820515,1.0,0.3854166666666667,1.0,0.8,0.3333333333333333
39,0.050634420471332944,0.27688192297363357,0.09503136480166186,0.20512820512820515,1.0,0.3854166666666667,1.0,0.8,0.3333333333333333
40,0.04953372488965619,0.2769212859723094,0.09509163556831049,0.1987179487179487,1.0,0.3854166666666667,1.0,0.8,0.3333333333333333
41,0.04843817624381548,0.276967391688274,0.09516088394183915,0.1987179487179487,1.0,0.3854166666666667,1.0,0.8,0.3333333333333333
42,0.047348061598913874,0.27702188920542814,0.0952384281563764,0.1987179487179487,1.0,0.3854166666666667,1.0,1.0,0.3333333333333333
43,0.04626371697398583,0.2770856380639464,0.09532378069943623,0.1987179487179487,1.0,0.3854166666666667,1.0,1.0,0.3333333333333333
44,0.04518551229302656,0.2771588669507537,0.09541657978970364,0.1987179487179487,1.0,0.23958333333333334,1.0,1.0,0.3333333333333333
45,0.04411384112275774,0.2772410952709577,0.09551656419466656,0.1987179487179487,1.0,0.23958333333333334,1.0,1.0,0.3333333333333333
46,0.04304918617406876,0.2773314425170057,0.0956237030746762,0.1987179487179487,1.0,0.23958333333333334,1.0,1.0,0.3333333333333333
47,0.04199203114591404,0.2774286955052988,0.09573798169688234,0.1987179487179487,1.0,0.23958333333333334,1.0,1.0,0.3333333333333333
48,0.04094287303649569,0.2775316100800974,0.09585963830311586,0.1987179487179487,1.0,0.23958333333333334,1.0,1.0,0.3333333333333333
49,0.039902251271209374,0.2776389894431378,0.09598897792100483,0.1987179487179487,1.0,0.23958333333333334,1.0,1.0,0.3333333333333333
