FileName,RecommendedModel,RunTimeSeconds
MITDB_101_test.csv,OmniAnomaly,3.665850877761841
MITDB_102_test.csv,OmniAnomaly,3.6282880306243896
MITDB_103_test.csv,OmniAnomaly,3.5384390354156494
MITDB_104_test.csv,OmniAnomaly,3.579097032546997
MITDB_105_test.csv,OmniAnomaly,3.4904301166534424
MITDB_106_test.csv,OmniAnomaly,2.839588165283203
MITDB_107_test.csv,OmniAnomaly,3.62723708152771
MITDB_108_test.csv,OmniAnomaly,3.7388298511505127
MITDB_109_test.csv,OmniAnomaly,2.769929885864258
MITDB_111_test.csv,OmniAnomaly,3.607362985610962
MITDB_112_test.csv,OmniAnomaly,3.6389570236206055
MITDB_113_test.csv,OmniAnomaly,3.5584969520568848
MITDB_114_test.csv,OmniAnomaly,2.858192205429077
MITDB_115_test.csv,OmniAnomaly,3.42521595954895
MITDB_116_test.csv,OmniAnomaly,3.5507428646087646
MITDB_117_test.csv,OmniAnomaly,3.5226118564605713
MITDB_118_test.csv,OmniAnomaly,3.5093328952789307
MITDB_119_test.csv,OmniAnomaly,3.5605170726776123
MITDB_121_test.csv,OmniAnomaly,3.613399028778076
MITDB_122_test.csv,OmniAnomaly,2.7462151050567627
MITDB_123_test.csv,OmniAnomaly,2.824096918106079
MITDB_124_test.csv,OmniAnomaly,2.738452196121216
MITDB_200_test.csv,OmniAnomaly,3.629204034805298
MITDB_201_test.csv,OmniAnomaly,2.816822052001953
MITDB_202_test.csv,OmniAnomaly,2.781057119369507
MITDB_203_test.csv,OmniAnomaly,3.150380849838257
MITDB_205_test.csv,OmniAnomaly,3.120804786682129
MITDB_207_test.csv,OmniAnomaly,2.7950010299682617
MITDB_208_test.csv,OmniAnomaly,3.1249091625213623
MITDB_209_test.csv,OmniAnomaly,3.59560489654541
MITDB_210_test.csv,OmniAnomaly,3.608927011489868
MITDB_212_test.csv,OmniAnomaly,3.208817958831787
MITDB_213_test.csv,OmniAnomaly,3.434135913848877
MITDB_214_test.csv,OmniAnomaly,3.4198548793792725
MITDB_215_test.csv,OmniAnomaly,3.4680490493774414
MITDB_217_test.csv,OmniAnomaly,3.4717559814453125
MITDB_219_test.csv,OmniAnomaly,3.642714023590088
MITDB_220_test.csv,OmniAnomaly,2.7782089710235596
MITDB_221_test.csv,OmniAnomaly,3.523477077484131
MITDB_222_test.csv,OmniAnomaly,3.462669849395752
MITDB_223_test.csv,OmniAnomaly,3.4394519329071045
MITDB_228_test.csv,OmniAnomaly,3.4534659385681152
MITDB_230_test.csv,OmniAnomaly,3.4495320320129395
MITDB_232_test.csv,OmniAnomaly,2.8219048976898193
MITDB_233_test.csv,OmniAnomaly,3.5119378566741943
MITDB_234_test.csv,OmniAnomaly,3.1791610717773438
MSL_C-1_test.csv,PCA,2.064908027648926
MSL_C-2_test.csv,OmniAnomaly,1.7164249420166016
MSL_D-14_test.csv,PCA,1.9405498504638672
MSL_D-15_test.csv,IForest,1.8886330127716064
MSL_D-16_test.csv,KMeansAD,1.7927649021148682
MSL_F-4_test.csv,PCA,1.8640949726104736
MSL_F-5_test.csv,PCA,1.872323989868164
MSL_F-7_test.csv,KMeansAD,1.9172182083129883
MSL_F-8_test.csv,KMeansAD,1.897320032119751
MSL_M-1_test.csv,IForest,1.8364520072937012
MSL_M-2_test.csv,PCA,1.8085200786590576
MSL_M-3_test.csv,PCA,1.7206358909606934
MSL_M-4_test.csv,IForest,1.9034218788146973
MSL_M-5_test.csv,PCA,1.7803518772125244
MSL_M-6_test.csv,KMeansAD,1.7648789882659912
MSL_M-7_test.csv,KMeansAD,1.77354097366333
MSL_P-10_test.csv,PCA,2.4602370262145996
MSL_P-11_test.csv,OmniAnomaly,1.761328935623169
MSL_P-14_test.csv,PCA,2.3547301292419434
MSL_P-15_test.csv,PCA,1.9626171588897705
MSL_S-2_test.csv,IForest,1.7370400428771973
MSL_T-12_test.csv,KMeansAD,1.7853131294250488
MSL_T-13_test.csv,IForest,1.6739161014556885
MSL_T-4_test.csv,KMeansAD,1.7774031162261963
MSL_T-5_test.csv,KMeansAD,1.7353320121765137
MSL_T-8_test.csv,IForest,1.7394189834594727
MSL_T-9_test.csv,KMeansAD,1.8304800987243652
OPPORTUNITY_S1-ADL2_test.csv,PCA,9.852564811706543
OPPORTUNITY_S1-ADL3_test.csv,PCA,9.423526048660278
OPPORTUNITY_S1-ADL4_test.csv,PCA,9.533854007720947
OPPORTUNITY_S1-ADL5_test.csv,PCA,9.092948198318481
OPPORTUNITY_S2-ADL1_test.csv,PCA,9.50223994255066
OPPORTUNITY_S2-ADL2_test.csv,OmniAnomaly,9.20056414604187
OPPORTUNITY_S3-ADL3_test.csv,PCA,8.02561092376709
OPPORTUNITY_S3-ADL4_test.csv,PCA,8.408628940582275
OPPORTUNITY_S3-ADL5_test.csv,OmniAnomaly,7.93709397315979
OPPORTUNITY_S4-ADL2_test.csv,PCA,8.393910884857178
OPPORTUNITY_S4-ADL3_test.csv,PCA,7.550250768661499
OPPORTUNITY_S4-ADL4_test.csv,PCA,6.800893068313599
OPPORTUNITY_S4-ADL5_test.csv,PCA,9.159303188323975
PSM_test.csv,PCA,8.840272903442383
room-occupancy_0_test.csv,KMeansAD,1.651012897491455
room-occupancy_1_test.csv,KMeansAD,1.7861430644989014
room-occupancy_test.csv,KMeansAD,1.7706668376922607
SMAP_A-1_test.csv,PCA,2.8182010650634766
SMAP_A-2_test.csv,IForest,2.26377010345459
SMAP_A-3_test.csv,IForest,2.5746281147003174
SMAP_A-4_test.csv,OmniAnomaly,2.2495779991149902
SMAP_A-5_test.csv,OmniAnomaly,1.5872199535369873
SMAP_A-6_test.csv,PCA,1.8547489643096924
SMAP_A-7_test.csv,IForest,2.081246852874756
SMAP_A-8_test.csv,OmniAnomaly,2.3696069717407227
SMAP_A-9_test.csv,OmniAnomaly,2.0811729431152344
SMAP_B-1_test.csv,OmniAnomaly,2.0102360248565674
SMAP_D-1_test.csv,OmniAnomaly,2.9786911010742188
SMAP_D-11_test.csv,OmniAnomaly,1.9057471752166748
SMAP_D-12_test.csv,OmniAnomaly,1.8718318939208984
SMAP_D-13_test.csv,OmniAnomaly,2.156494140625
SMAP_D-2_test.csv,OmniAnomaly,2.7110469341278076
SMAP_D-3_test.csv,OmniAnomaly,2.6200737953186035
SMAP_D-4_test.csv,OmniAnomaly,2.621169090270996
SMAP_D-5_test.csv,OmniAnomaly,2.300994873046875
SMAP_D-6_test.csv,OmniAnomaly,2.2874789237976074
SMAP_D-7_test.csv,IForest,2.3515100479125977
SMAP_D-8_test.csv,PCA,2.515091896057129
SMAP_D-9_test.csv,OmniAnomaly,2.0285449028015137
SMAP_E-1_test.csv,OmniAnomaly,2.981945037841797
SMAP_E-10_test.csv,OmniAnomaly,3.014509916305542
SMAP_E-11_test.csv,OmniAnomaly,2.9653031826019287
SMAP_E-12_test.csv,OmniAnomaly,2.997310161590576
SMAP_E-13_test.csv,IForest,2.78377103805542
SMAP_E-2_test.csv,OmniAnomaly,3.0389459133148193
SMAP_E-3_test.csv,OmniAnomaly,2.9095630645751953
SMAP_E-4_test.csv,OmniAnomaly,2.9112229347229004
SMAP_E-5_test.csv,OmniAnomaly,2.900796890258789
SMAP_E-6_test.csv,OmniAnomaly,3.0561351776123047
SMAP_E-7_test.csv,OmniAnomaly,3.096168041229248
SMAP_E-8_test.csv,OmniAnomaly,3.159428119659424
SMAP_E-9_test.csv,OmniAnomaly,3.017909049987793
SMAP_F-1_test.csv,OmniAnomaly,2.3452911376953125
SMAP_F-2_test.csv,OmniAnomaly,2.445496082305908
SMAP_F-3_test.csv,OmniAnomaly,2.923748016357422
SMAP_G-1_test.csv,OmniAnomaly,2.561492919921875
SMAP_G-2_test.csv,OmniAnomaly,2.2655248641967773
SMAP_G-3_test.csv,OmniAnomaly,2.2877681255340576
SMAP_G-4_test.csv,IForest,1.7567329406738281
SMAP_G-6_test.csv,OmniAnomaly,2.215177059173584
SMAP_G-7_test.csv,OmniAnomaly,1.5862970352172852
SMAP_P-1_test.csv,IForest,2.606961965560913
SMAP_P-2_test.csv,OmniAnomaly,3.098653793334961
SMAP_P-3_test.csv,OmniAnomaly,2.9963889122009277
SMAP_P-4_test.csv,OmniAnomaly,2.0403828620910645
SMAP_P-7_test.csv,OmniAnomaly,1.844336986541748
SMAP_R-1_test.csv,OmniAnomaly,1.8156299591064453
SMAP_S-1_test.csv,OmniAnomaly,2.2363438606262207
SMAP_T-1_test.csv,OmniAnomaly,2.4723451137542725
SMAP_T-2_test.csv,IForest,2.4344358444213867
SMAP_T-3_test.csv,PCA,2.2333250045776367
SMD_machine-1-2_test.csv,OmniAnomaly,2.61092209815979
SMD_machine-1-3_test.csv,CNN,5.593078136444092
SMD_machine-1-4_test.csv,KMeansAD,3.8989429473876953
SMD_machine-1-6_test.csv,CNN,7.565352916717529
SMD_machine-1-7_test.csv,KMeansAD,7.084230899810791
SMD_machine-1-8_test.csv,PCA,7.398097038269043
SMD_machine-2-1_test.csv,OmniAnomaly,4.53730583190918
SMD_machine-2-2_test.csv,CNN,2.5069329738616943
SMD_machine-2-3_test.csv,OmniAnomaly,4.915024995803833
SMD_machine-2-4_test.csv,MCD,6.934576034545898
SMD_machine-2-5_test.csv,OFA,6.661865949630737
SMD_machine-2-7_test.csv,KMeansAD,6.880972146987915
SMD_machine-2-9_test.csv,OFA,3.790534019470215
SMD_machine-3-10_test.csv,KMeansAD,6.587517023086548
SMD_machine-3-2_test.csv,OmniAnomaly,4.490501880645752
SMD_machine-3-3_test.csv,CNN,7.669087171554565
SMD_machine-3-5_test.csv,KMeansAD,3.527151107788086
SMD_machine-3-6_test.csv,KMeansAD,4.188766002655029
SVDB_800_test.csv,OmniAnomaly,2.3449490070343018
SVDB_801_test.csv,OmniAnomaly,2.694833993911743
SVDB_802_test.csv,OmniAnomaly,2.4197211265563965
SVDB_803_test.csv,OmniAnomaly,2.3457860946655273
SVDB_804_test.csv,OmniAnomaly,2.8215630054473877
SVDB_805_test.csv,OmniAnomaly,2.4577550888061523
SVDB_806_test.csv,PCA,2.6549439430236816
SVDB_807_test.csv,MCD,2.4889650344848633
SVDB_808_test.csv,OmniAnomaly,2.3381540775299072
SVDB_809_test.csv,OmniAnomaly,2.69474196434021
SVDB_810_test.csv,OmniAnomaly,2.4392900466918945
SVDB_811_test.csv,OmniAnomaly,2.350193977355957
SVDB_812_test.csv,OmniAnomaly,2.6635429859161377
SVDB_820_test.csv,OmniAnomaly,2.53485107421875
SVDB_821_test.csv,OmniAnomaly,2.3348190784454346
SVDB_822_test.csv,OmniAnomaly,2.6826510429382324
SVDB_823_test.csv,OmniAnomaly,2.4008889198303223
SVDB_824_test.csv,OmniAnomaly,2.736443042755127
SVDB_825_test.csv,OmniAnomaly,2.338024139404297
SVDB_826_test.csv,OmniAnomaly,2.511244058609009
SVDB_827_test.csv,OmniAnomaly,2.3020689487457275
SVDB_828_test.csv,OmniAnomaly,2.311216115951538
SVDB_829_test.csv,OmniAnomaly,2.3633999824523926
SVDB_840_test.csv,OmniAnomaly,2.855691909790039
SVDB_841_test.csv,OmniAnomaly,2.3416829109191895
SVDB_842_test.csv,OmniAnomaly,2.3857970237731934
SVDB_843_test.csv,OmniAnomaly,2.337923049926758
SVDB_844_test.csv,OmniAnomaly,2.3609440326690674
SVDB_845_test.csv,OmniAnomaly,2.52253794670105
SVDB_846_test.csv,OmniAnomaly,2.434561014175415
SVDB_847_test.csv,OmniAnomaly,2.3231699466705322
SVDB_848_test.csv,PCA,2.9264791011810303
SVDB_849_test.csv,OmniAnomaly,2.533419132232666
SVDB_850_test.csv,OmniAnomaly,2.332767963409424
SVDB_851_test.csv,OmniAnomaly,2.591999053955078
SVDB_852_test.csv,OmniAnomaly,2.582789897918701
SVDB_853_test.csv,OmniAnomaly,2.3710951805114746
SVDB_854_test.csv,OmniAnomaly,2.537391185760498
SVDB_855_test.csv,OmniAnomaly,2.5656230449676514
SVDB_856_test.csv,OmniAnomaly,2.3409950733184814
SVDB_857_test.csv,OmniAnomaly,2.6009199619293213
SVDB_858_test.csv,OmniAnomaly,2.5837180614471436
SVDB_859_test.csv,OmniAnomaly,2.573223114013672
SVDB_860_test.csv,OmniAnomaly,2.577883005142212
SVDB_861_test.csv,OmniAnomaly,2.4721250534057617
SVDB_862_test.csv,OmniAnomaly,2.3580451011657715
SVDB_863_test.csv,OmniAnomaly,2.573789119720459
SVDB_864_test.csv,OmniAnomaly,2.4202680587768555
SVDB_865_test.csv,OmniAnomaly,2.5343739986419678
SVDB_866_test.csv,OmniAnomaly,2.600867986679077
SVDB_867_test.csv,OmniAnomaly,2.5457780361175537
SVDB_868_test.csv,OmniAnomaly,2.3205881118774414
SVDB_869_test.csv,OmniAnomaly,2.5412960052490234
SVDB_870_test.csv,OmniAnomaly,2.412233829498291
SVDB_871_test.csv,OmniAnomaly,2.5432698726654053
SVDB_872_test.csv,OmniAnomaly,2.6552700996398926
SVDB_873_test.csv,MCD,2.342506170272827
SVDB_874_test.csv,OmniAnomaly,2.499423027038574
SVDB_875_test.csv,OmniAnomaly,2.4183430671691895
SVDB_876_test.csv,OmniAnomaly,2.333552122116089
SVDB_877_test.csv,OmniAnomaly,2.5139520168304443
SVDB_878_test.csv,OmniAnomaly,2.8347768783569336
SVDB_879_test.csv,OmniAnomaly,2.303591012954712
SVDB_880_test.csv,OmniAnomaly,2.4675989151000977
SVDB_881_test.csv,OmniAnomaly,2.47050404548645
SVDB_882_test.csv,OmniAnomaly,2.549337863922119
SVDB_883_test.csv,OmniAnomaly,2.646947145462036
SVDB_884_test.csv,OmniAnomaly,2.3832919597625732
SVDB_885_test.csv,OmniAnomaly,2.6092641353607178
SVDB_886_test.csv,OmniAnomaly,2.498790979385376
SVDB_887_test.csv,OmniAnomaly,2.4493629932403564
SVDB_888_test.csv,PCA,2.7938170433044434
SVDB_889_test.csv,MCD,2.4946200847625732
SVDB_890_test.csv,OmniAnomaly,2.6870999336242676
SVDB_891_test.csv,OmniAnomaly,2.381234884262085
SVDB_892_test.csv,OmniAnomaly,2.3733818531036377
SVDB_893_test.csv,OmniAnomaly,2.5136051177978516
SVDB_894_test.csv,OmniAnomaly,2.435793876647949
swan_sf_test.csv,NA,10.242157220840454
