FileName,Rec_1,Rec_2,Rec_3,Rec_4,Rec_5,Rec_6,Rec_7,Rec_8,Rec_9,Rec_10,Rec_11,Rec_12,Rec_13,Rec_14,Rec_15,Rec_16,Rec_17,Rec_18,Rec_19,Rec_20,Rec_21,Rec_22,Rec_23,Rec_24,RunTimeSeconds
Exathlon_2_5_1000000_88_test.csv,OFA,MCD,OmniAnomaly,PCA,CNN,TimesNet,IForest,HBOS,KMeansAD,ALLM4TS,EIF,COPOD,OCSVM,RobustPCA,LSTMAD,FITS,AutoEncoder,KNN,CBLOF,TranAD,USAD,Donut,LOF,AnomalyTransformer,0.3649940490722656
Exathlon_3_2_1000000_71_test.csv,OmniAnomaly,PCA,MCD,IForest,KMeansAD,CNN,HBOS,EIF,COPOD,TimesNet,OFA,KNN,CBLOF,LSTMAD,FITS,ALLM4TS,USAD,OCSVM,TranAD,RobustPCA,AutoEncoder,Donut,LOF,AnomalyTransformer,0.24123191833496094
Exathlon_3_2_500000_70_test.csv,OmniAnomaly,PCA,MCD,KMeansAD,IForest,CNN,HBOS,EIF,COPOD,TimesNet,CBLOF,KNN,OFA,LSTMAD,FITS,USAD,TranAD,ALLM4TS,OCSVM,RobustPCA,AutoEncoder,Donut,LOF,AnomalyTransformer,0.36309814453125
Exathlon_4_1_100000_61_test.csv,OFA,MCD,OmniAnomaly,PCA,ALLM4TS,TimesNet,CNN,IForest,RobustPCA,OCSVM,HBOS,AutoEncoder,KMeansAD,EIF,COPOD,FITS,LSTMAD,KNN,CBLOF,TranAD,USAD,Donut,LOF,AnomalyTransformer,5.266633987426758
Exathlon_4_5_1000000_90_test.csv,MCD,OmniAnomaly,PCA,OFA,CNN,IForest,HBOS,KMeansAD,TimesNet,EIF,COPOD,LSTMAD,ALLM4TS,FITS,KNN,OCSVM,CBLOF,RobustPCA,AutoEncoder,TranAD,USAD,Donut,LOF,AnomalyTransformer,0.358975887298584
Exathlon_5_1_100000_63_test.csv,OFA,MCD,OmniAnomaly,PCA,ALLM4TS,TimesNet,CNN,IForest,RobustPCA,OCSVM,HBOS,AutoEncoder,KMeansAD,EIF,COPOD,FITS,LSTMAD,KNN,CBLOF,TranAD,USAD,Donut,LOF,AnomalyTransformer,4.825121164321899
Exathlon_5_1_100000_64_test.csv,MCD,OFA,OmniAnomaly,PCA,CNN,IForest,TimesNet,HBOS,KMeansAD,EIF,COPOD,ALLM4TS,OCSVM,LSTMAD,FITS,RobustPCA,AutoEncoder,KNN,CBLOF,TranAD,USAD,Donut,LOF,AnomalyTransformer,4.070497035980225
Exathlon_5_2_1000000_72_test.csv,OmniAnomaly,PCA,MCD,IForest,KMeansAD,CNN,HBOS,EIF,TimesNet,COPOD,OFA,KNN,CBLOF,LSTMAD,FITS,ALLM4TS,OCSVM,RobustPCA,USAD,TranAD,AutoEncoder,Donut,LOF,AnomalyTransformer,0.14356398582458496
Exathlon_5_4_1000000_82_test.csv,OFA,MCD,OmniAnomaly,PCA,CNN,TimesNet,IForest,HBOS,ALLM4TS,KMeansAD,EIF,COPOD,OCSVM,RobustPCA,LSTMAD,FITS,AutoEncoder,KNN,CBLOF,TranAD,USAD,Donut,LOF,AnomalyTransformer,0.3818988800048828
Exathlon_5_5_1000000_91_test.csv,MCD,OmniAnomaly,PCA,IForest,CNN,KMeansAD,HBOS,OFA,TimesNet,EIF,COPOD,LSTMAD,KNN,FITS,ALLM4TS,CBLOF,OCSVM,RobustPCA,AutoEncoder,USAD,TranAD,Donut,LOF,AnomalyTransformer,4.659862041473389
Exathlon_6_3_200000_76_test.csv,OmniAnomaly,MCD,PCA,IForest,CNN,KMeansAD,HBOS,OFA,TimesNet,EIF,COPOD,LSTMAD,KNN,FITS,CBLOF,ALLM4TS,OCSVM,RobustPCA,AutoEncoder,USAD,TranAD,Donut,LOF,AnomalyTransformer,4.883841037750244
Exathlon_6_5_1000000_93_test.csv,MCD,OFA,OmniAnomaly,PCA,CNN,IForest,TimesNet,HBOS,KMeansAD,EIF,COPOD,ALLM4TS,LSTMAD,OCSVM,FITS,RobustPCA,KNN,AutoEncoder,CBLOF,TranAD,USAD,Donut,LOF,AnomalyTransformer,0.3687629699707031
Exathlon_8_3_200000_73_test.csv,MCD,OmniAnomaly,PCA,OFA,CNN,IForest,TimesNet,HBOS,KMeansAD,EIF,COPOD,ALLM4TS,LSTMAD,FITS,OCSVM,KNN,RobustPCA,CBLOF,AutoEncoder,TranAD,USAD,Donut,LOF,AnomalyTransformer,4.883919954299927
Exathlon_8_4_1000000_77_test.csv,OmniAnomaly,PCA,MCD,IForest,CNN,KMeansAD,HBOS,EIF,TimesNet,OFA,COPOD,KNN,LSTMAD,CBLOF,FITS,ALLM4TS,OCSVM,RobustPCA,USAD,TranAD,AutoEncoder,Donut,LOF,AnomalyTransformer,5.0983030796051025
Exathlon_9_2_1000000_66_test.csv,OmniAnomaly,PCA,KMeansAD,IForest,MCD,HBOS,CNN,EIF,COPOD,CBLOF,TimesNet,KNN,USAD,TranAD,LSTMAD,FITS,OFA,OCSVM,ALLM4TS,RobustPCA,AutoEncoder,Donut,LOF,AnomalyTransformer,0.59926605224609375
Exathlon_9_3_500000_74_test.csv,MCD,OmniAnomaly,PCA,IForest,CNN,OFA,KMeansAD,HBOS,TimesNet,EIF,COPOD,LSTMAD,KNN,FITS,ALLM4TS,CBLOF,OCSVM,RobustPCA,AutoEncoder,TranAD,USAD,Donut,LOF,AnomalyTransformer,5.245895147323608
Exathlon_9_4_1000000_78_test.csv,OmniAnomaly,PCA,MCD,IForest,KMeansAD,CNN,HBOS,EIF,COPOD,TimesNet,OFA,KNN,CBLOF,LSTMAD,FITS,ALLM4TS,USAD,TranAD,OCSVM,RobustPCA,AutoEncoder,Donut,LOF,AnomalyTransformer,5.213253974914551
Exathlon_9_5_1000000_84_test.csv,OmniAnomaly,PCA,MCD,KMeansAD,IForest,CNN,HBOS,EIF,COPOD,TimesNet,OFA,CBLOF,KNN,LSTMAD,FITS,USAD,TranAD,ALLM4TS,OCSVM,RobustPCA,AutoEncoder,Donut,LOF,AnomalyTransformer,0.6215901374816895
GECCO_water_quality_test.csv,OmniAnomaly,PCA,MCD,IForest,CNN,KMeansAD,HBOS,EIF,TimesNet,OFA,COPOD,KNN,LSTMAD,CBLOF,FITS,ALLM4TS,OCSVM,RobustPCA,USAD,TranAD,AutoEncoder,Donut,LOF,AnomalyTransformer,2.506848096847534
Genesis_test.csv,OFA,ALLM4TS,RobustPCA,AutoEncoder,MCD,OCSVM,TimesNet,OmniAnomaly,CNN,PCA,IForest,FITS,HBOS,LSTMAD,COPOD,EIF,KMeansAD,KNN,CBLOF,Donut,TranAD,USAD,LOF,AnomalyTransformer,1.2991130352020264
GutenTAG_0_test.csv,OFA,MCD,ALLM4TS,TimesNet,RobustPCA,OmniAnomaly,OCSVM,AutoEncoder,PCA,CNN,IForest,HBOS,FITS,LSTMAD,COPOD,EIF,KMeansAD,KNN,CBLOF,TranAD,USAD,Donut,LOF,AnomalyTransformer,1.442106008529663
GutenTAG_1_test.csv,OFA,MCD,OmniAnomaly,PCA,ALLM4TS,TimesNet,CNN,IForest,RobustPCA,OCSVM,HBOS,AutoEncoder,KMeansAD,EIF,COPOD,FITS,LSTMAD,KNN,CBLOF,TranAD,USAD,Donut,LOF,AnomalyTransformer,1.500566005706787
GutenTAG_10_test.csv,OFA,MCD,ALLM4TS,OmniAnomaly,TimesNet,PCA,CNN,RobustPCA,OCSVM,IForest,AutoEncoder,HBOS,COPOD,EIF,FITS,KMeansAD,LSTMAD,KNN,CBLOF,TranAD,USAD,Donut,LOF,AnomalyTransformer,1.5139219760894775
GutenTAG_11_test.csv,OFA,ALLM4TS,MCD,RobustPCA,OCSVM,TimesNet,AutoEncoder,OmniAnomaly,CNN,PCA,IForest,HBOS,FITS,LSTMAD,COPOD,EIF,KMeansAD,KNN,CBLOF,TranAD,Donut,USAD,LOF,AnomalyTransformer,1.4546759128570557
GutenTAG_13_test.csv,MCD,OFA,OmniAnomaly,PCA,CNN,IForest,TimesNet,HBOS,KMeansAD,EIF,COPOD,ALLM4TS,OCSVM,LSTMAD,FITS,RobustPCA,AutoEncoder,KNN,CBLOF,TranAD,USAD,Donut,LOF,AnomalyTransformer,1.6373419761657715
GutenTAG_14_test.csv,OFA,MCD,OmniAnomaly,PCA,CNN,IForest,TimesNet,HBOS,KMeansAD,EIF,ALLM4TS,COPOD,OCSVM,LSTMAD,RobustPCA,FITS,AutoEncoder,KNN,CBLOF,TranAD,USAD,Donut,LOF,AnomalyTransformer,1.4323608875274658
GutenTAG_15_test.csv,MCD,OmniAnomaly,PCA,CNN,IForest,OFA,KMeansAD,HBOS,TimesNet,EIF,COPOD,LSTMAD,KNN,FITS,ALLM4TS,CBLOF,OCSVM,RobustPCA,AutoEncoder,TranAD,USAD,Donut,LOF,AnomalyTransformer,1.3871281147003174
GutenTAG_16_test.csv,OFA,MCD,ALLM4TS,TimesNet,OmniAnomaly,RobustPCA,OCSVM,PCA,CNN,AutoEncoder,IForest,HBOS,FITS,COPOD,LSTMAD,EIF,KMeansAD,KNN,CBLOF,TranAD,USAD,Donut,LOF,AnomalyTransformer,1.859325885772705
GutenTAG_17_test.csv,MCD,OFA,OmniAnomaly,PCA,CNN,IForest,TimesNet,HBOS,KMeansAD,EIF,COPOD,ALLM4TS,LSTMAD,OCSVM,FITS,RobustPCA,AutoEncoder,KNN,CBLOF,TranAD,USAD,Donut,LOF,AnomalyTransformer,1.7494609355926514
GutenTAG_18_test.csv,OFA,MCD,ALLM4TS,OmniAnomaly,TimesNet,PCA,CNN,RobustPCA,OCSVM,IForest,AutoEncoder,HBOS,FITS,COPOD,EIF,KMeansAD,LSTMAD,KNN,CBLOF,TranAD,USAD,Donut,LOF,AnomalyTransformer,1.832947015762329
GutenTAG_19_test.csv,MCD,OmniAnomaly,PCA,OFA,CNN,IForest,TimesNet,HBOS,KMeansAD,EIF,COPOD,ALLM4TS,LSTMAD,FITS,OCSVM,KNN,RobustPCA,CBLOF,AutoEncoder,TranAD,USAD,Donut,LOF,AnomalyTransformer,1.6790058612823486
GutenTAG_2_test.csv,OmniAnomaly,MCD,PCA,IForest,CNN,KMeansAD,HBOS,OFA,TimesNet,EIF,COPOD,KNN,LSTMAD,CBLOF,FITS,ALLM4TS,OCSVM,RobustPCA,AutoEncoder,USAD,TranAD,Donut,LOF,AnomalyTransformer,1.774848222732544
GutenTAG_20_test.csv,MCD,OmniAnomaly,PCA,CNN,IForest,OFA,KMeansAD,HBOS,TimesNet,EIF,COPOD,LSTMAD,FITS,ALLM4TS,KNN,CBLOF,OCSVM,RobustPCA,AutoEncoder,TranAD,USAD,Donut,LOF,AnomalyTransformer,1.4690210819244385
GutenTAG_21_test.csv,OFA,MCD,OmniAnomaly,PCA,CNN,TimesNet,IForest,HBOS,ALLM4TS,KMeansAD,EIF,COPOD,OCSVM,RobustPCA,AutoEncoder,FITS,LSTMAD,KNN,CBLOF,TranAD,USAD,Donut,LOF,AnomalyTransformer,1.8234660625457764
GutenTAG_22_test.csv,MCD,OmniAnomaly,PCA,CNN,IForest,OFA,KMeansAD,HBOS,TimesNet,EIF,COPOD,LSTMAD,ALLM4TS,FITS,KNN,OCSVM,CBLOF,RobustPCA,AutoEncoder,TranAD,USAD,Donut,LOF,AnomalyTransformer,1.7771689891815186
GutenTAG_23_test.csv,MCD,OmniAnomaly,PCA,OFA,CNN,IForest,HBOS,KMeansAD,TimesNet,EIF,COPOD,LSTMAD,ALLM4TS,FITS,KNN,OCSVM,CBLOF,RobustPCA,AutoEncoder,TranAD,USAD,Donut,LOF,AnomalyTransformer,1.765488862991333
GutenTAG_24_test.csv,MCD,OmniAnomaly,OFA,PCA,CNN,IForest,TimesNet,HBOS,KMeansAD,EIF,COPOD,ALLM4TS,LSTMAD,FITS,OCSVM,RobustPCA,KNN,AutoEncoder,CBLOF,TranAD,USAD,Donut,LOF,AnomalyTransformer,1.3944950103759766
GutenTAG_25_test.csv,OFA,MCD,OmniAnomaly,ALLM4TS,TimesNet,PCA,CNN,IForest,RobustPCA,OCSVM,HBOS,AutoEncoder,EIF,COPOD,KMeansAD,FITS,LSTMAD,KNN,CBLOF,TranAD,USAD,Donut,LOF,AnomalyTransformer,1.880824089050293
GutenTAG_26_test.csv,MCD,OmniAnomaly,PCA,OFA,CNN,IForest,TimesNet,HBOS,KMeansAD,EIF,COPOD,ALLM4TS,LSTMAD,FITS,OCSVM,KNN,RobustPCA,AutoEncoder,CBLOF,TranAD,USAD,Donut,LOF,AnomalyTransformer,1.4318690299987793
GutenTAG_27_test.csv,OFA,MCD,OmniAnomaly,PCA,TimesNet,CNN,IForest,ALLM4TS,HBOS,OCSVM,RobustPCA,KMeansAD,EIF,COPOD,AutoEncoder,FITS,LSTMAD,KNN,CBLOF,TranAD,USAD,Donut,LOF,AnomalyTransformer,1.8390300273895264
GutenTAG_28_test.csv,MCD,OmniAnomaly,PCA,OFA,CNN,IForest,TimesNet,HBOS,KMeansAD,EIF,COPOD,ALLM4TS,LSTMAD,FITS,OCSVM,KNN,RobustPCA,AutoEncoder,CBLOF,TranAD,USAD,Donut,LOF,AnomalyTransformer,1.7907600402832031
GutenTAG_29_test.csv,OFA,MCD,OmniAnomaly,ALLM4TS,TimesNet,PCA,CNN,IForest,RobustPCA,OCSVM,HBOS,AutoEncoder,EIF,COPOD,KMeansAD,FITS,LSTMAD,KNN,CBLOF,TranAD,USAD,Donut,LOF,AnomalyTransformer,1.7819600105285645
GutenTAG_3_test.csv,OFA,MCD,OmniAnomaly,PCA,TimesNet,ALLM4TS,CNN,IForest,HBOS,OCSVM,RobustPCA,AutoEncoder,KMeansAD,EIF,COPOD,FITS,LSTMAD,KNN,CBLOF,TranAD,USAD,Donut,LOF,AnomalyTransformer,1.4990270137786865
GutenTAG_4_test.csv,OFA,MCD,OmniAnomaly,PCA,CNN,TimesNet,IForest,ALLM4TS,HBOS,KMeansAD,OCSVM,RobustPCA,EIF,COPOD,AutoEncoder,FITS,LSTMAD,KNN,CBLOF,TranAD,USAD,Donut,LOF,AnomalyTransformer,1.7817809581756592
GutenTAG_5_test.csv,OFA,MCD,ALLM4TS,OmniAnomaly,TimesNet,PCA,CNN,RobustPCA,OCSVM,AutoEncoder,IForest,HBOS,FITS,COPOD,EIF,KMeansAD,LSTMAD,KNN,CBLOF,TranAD,USAD,Donut,LOF,AnomalyTransformer,1.5750200748443604
GutenTAG_6_test.csv,OFA,MCD,OmniAnomaly,ALLM4TS,PCA,TimesNet,CNN,IForest,RobustPCA,OCSVM,HBOS,AutoEncoder,EIF,COPOD,KMeansAD,FITS,LSTMAD,KNN,CBLOF,TranAD,USAD,Donut,LOF,AnomalyTransformer,1.9411311149597168
GutenTAG_7_test.csv,OFA,MCD,OmniAnomaly,PCA,CNN,TimesNet,IForest,HBOS,KMeansAD,ALLM4TS,EIF,COPOD,OCSVM,RobustPCA,LSTMAD,FITS,AutoEncoder,KNN,CBLOF,TranAD,USAD,Donut,LOF,AnomalyTransformer,1.6535282135009766
GutenTAG_8_test.csv,OFA,MCD,OmniAnomaly,PCA,TimesNet,ALLM4TS,CNN,IForest,HBOS,OCSVM,RobustPCA,AutoEncoder,KMeansAD,EIF,COPOD,FITS,LSTMAD,KNN,CBLOF,TranAD,USAD,Donut,LOF,AnomalyTransformer,1.9111931324005127
GutenTAG_9_test.csv,OFA,MCD,ALLM4TS,OmniAnomaly,TimesNet,PCA,CNN,RobustPCA,OCSVM,IForest,AutoEncoder,HBOS,FITS,COPOD,EIF,KMeansAD,LSTMAD,KNN,CBLOF,TranAD,USAD,Donut,LOF,AnomalyTransformer,1.8701109886169434
MITDB_100_test.csv,OmniAnomaly,PCA,KMeansAD,MCD,IForest,CNN,HBOS,EIF,COPOD,CBLOF,TimesNet,KNN,LSTMAD,USAD,TranAD,OFA,FITS,ALLM4TS,OCSVM,RobustPCA,AutoEncoder,Donut,LOF,AnomalyTransformer,1.8495151996612549
MITDB_101_test.csv,OmniAnomaly,PCA,MCD,KMeansAD,IForest,CNN,HBOS,EIF,COPOD,TimesNet,CBLOF,KNN,OFA,LSTMAD,FITS,USAD,TranAD,ALLM4TS,OCSVM,RobustPCA,AutoEncoder,Donut,LOF,AnomalyTransformer,1.1186418533325195
MITDB_102_test.csv,OmniAnomaly,PCA,MCD,KMeansAD,IForest,CNN,HBOS,EIF,COPOD,TimesNet,CBLOF,KNN,OFA,LSTMAD,FITS,USAD,TranAD,ALLM4TS,OCSVM,RobustPCA,AutoEncoder,Donut,LOF,AnomalyTransformer,1.1072649955749512
MITDB_103_test.csv,OmniAnomaly,PCA,KMeansAD,IForest,MCD,HBOS,CNN,EIF,COPOD,CBLOF,TimesNet,KNN,USAD,TranAD,LSTMAD,OFA,FITS,OCSVM,ALLM4TS,RobustPCA,AutoEncoder,Donut,LOF,AnomalyTransformer,1.1358609199523926
MITDB_104_test.csv,OmniAnomaly,PCA,KMeansAD,MCD,IForest,CNN,HBOS,EIF,COPOD,CBLOF,TimesNet,KNN,LSTMAD,USAD,TranAD,OFA,FITS,ALLM4TS,OCSVM,RobustPCA,AutoEncoder,Donut,LOF,AnomalyTransformer,1.131068229675293
MITDB_105_test.csv,OmniAnomaly,PCA,KMeansAD,MCD,IForest,CNN,HBOS,EIF,COPOD,TimesNet,CBLOF,KNN,LSTMAD,OFA,USAD,TranAD,FITS,ALLM4TS,OCSVM,RobustPCA,AutoEncoder,Donut,LOF,AnomalyTransformer,1.1594111919403076
MITDB_106_test.csv,OmniAnomaly,PCA,KMeansAD,MCD,IForest,CNN,HBOS,EIF,COPOD,TimesNet,CBLOF,KNN,OFA,LSTMAD,USAD,FITS,TranAD,ALLM4TS,OCSVM,RobustPCA,AutoEncoder,Donut,LOF,AnomalyTransformer,1.0685100555419922
MITDB_107_test.csv,OmniAnomaly,PCA,MCD,KMeansAD,IForest,CNN,HBOS,EIF,COPOD,TimesNet,CBLOF,KNN,OFA,LSTMAD,FITS,USAD,TranAD,ALLM4TS,OCSVM,RobustPCA,AutoEncoder,Donut,LOF,AnomalyTransformer,1.0914700031280518
MITDB_108_test.csv,OmniAnomaly,PCA,MCD,KMeansAD,IForest,CNN,HBOS,EIF,COPOD,TimesNet,CBLOF,KNN,OFA,LSTMAD,FITS,USAD,TranAD,ALLM4TS,OCSVM,RobustPCA,AutoEncoder,Donut,LOF,AnomalyTransformer,1.1185970306396484
MITDB_109_test.csv,OmniAnomaly,PCA,KMeansAD,MCD,IForest,CNN,HBOS,EIF,COPOD,TimesNet,CBLOF,KNN,LSTMAD,OFA,USAD,TranAD,FITS,ALLM4TS,OCSVM,RobustPCA,AutoEncoder,Donut,LOF,AnomalyTransformer,1.159195899963379
MITDB_111_test.csv,OmniAnomaly,PCA,KMeansAD,MCD,IForest,CNN,HBOS,EIF,COPOD,TimesNet,CBLOF,KNN,OFA,LSTMAD,USAD,FITS,TranAD,ALLM4TS,OCSVM,RobustPCA,AutoEncoder,Donut,LOF,AnomalyTransformer,1.0986509323120117
MITDB_114_test.csv,OmniAnomaly,PCA,MCD,KMeansAD,IForest,CNN,HBOS,EIF,COPOD,TimesNet,OFA,CBLOF,KNN,LSTMAD,FITS,USAD,TranAD,ALLM4TS,OCSVM,RobustPCA,AutoEncoder,Donut,LOF,AnomalyTransformer,1.0105199813842773
MITDB_115_test.csv,OmniAnomaly,PCA,KMeansAD,MCD,IForest,CNN,HBOS,EIF,COPOD,TimesNet,CBLOF,KNN,OFA,LSTMAD,USAD,FITS,TranAD,ALLM4TS,OCSVM,RobustPCA,AutoEncoder,Donut,LOF,AnomalyTransformer,1.0903170108795166
MITDB_116_test.csv,OmniAnomaly,PCA,MCD,KMeansAD,IForest,CNN,HBOS,EIF,COPOD,TimesNet,CBLOF,KNN,OFA,LSTMAD,FITS,USAD,TranAD,ALLM4TS,OCSVM,RobustPCA,AutoEncoder,Donut,LOF,AnomalyTransformer,1.1325178146362305
